ProductId,lenstype,Part_Description,Material_Type,Lens_Type,price
2049,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Polarized Brown Glacier Sun,,Rx,"2,710.28"
2050,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,925.24
2051,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Blue Zero Clear BlueShield Glacier Plus,Blue Zero,Rx,"1,696.26"
2052,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,696.26"
2053,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,696.26"
2054,Shamir Smart SV AW,Shamir Smart SV AW 1.60 NuPolar Grey  Glacier Plus UV,,Rx,"2,476.64"
2055,Shamir Smart SV AW,Shamir Smart SV AW 1.60 NuPolar Grey  Glacier Sun UV,,Rx,"2,710.28"
2056,Shamir Smart SV AW,Shamir Smart SV AW 1.60 NuPolar Grey Glacier Expression,,Rx,"2,630.85"
2057,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Clear Glacier Expression,Clear,Rx,"1,696.26"
2058,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,"1,542.06"
2059,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Clear HC,Plastic,,"1,542.06"
2060,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Gradient Tint Glacier Expression,,,"1,766.36"
2061,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Gradient Tint Glacier Plus UV,,Rx,"1,612.15"
2062,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Gradient Tint Glacier Sun UV,,Rx,"1,845.80"
2063,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Gradient Tint Power Red Mirror,,Rx,"1,845.80"
2064,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Glacier Expression,,Rx,"1,612.15"
2065,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Glacier Expression,,,
2066,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Glacier Plus UV,,Rx,"1,612.15"
2067,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Glacier Sun UV,,Rx,"1,845.80"
2068,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Power Blue Mirror,Blue Zero,Rx,"1,845.80"
2069,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Power Gold Mirror,,Rx,"1,845.80"
2070,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Plastic Solid Tint Power Silver Mirror,,Rx,"1,845.80"
2071,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Amber Glacier,Transitions,Rx,"2,710.28"
2072,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Amber Glacier Expression,Transitions,Rx,"2,710.28"
2073,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Amethyst Glacier Expression,Transitions 8 Amethyst,,"2,864.49"
2074,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Brown  Glacier Plus UV,Transitions,Rx,"1,542.06"
2075,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"2,710.28"
2076,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Green  Glacier Plus UV,Transitions,Rx,"2,710.28"
2077,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Grey  Glacier Plus UV,Transitions,Rx,"2,710.28"
2078,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"1,355.14"
2079,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Grey HC,,,"2,710.28"
2080,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Sapphire Glacier,Transitions,Rx,"2,710.28"
2081,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions Sapphire Glacier Expression,Transitions,Rx,"2,864.49"
2082,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"2,710.28"
2083,Shamir Smart SV AW,Shamir Smart SV AW 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,864.49"
2084,Shamir Smart SV AW,Shamir Smart SV AW 1.60 XTRActive Polar Grey Glacier Expression,,Rx,"2,864.49"
2085,Shamir Smart SV AW,Shamir Smart SV AW 1.60 XTRActive Polar Grey Glacier Plus,,,"2,864.49"
2086,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,630.84"
2087,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,630.84"
2088,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,
2089,Shamir Smart SV AW,Shamir Smart SV AW 1.67 NuPolar Grey  Glacier Plus UV,,Rx,"3,411.22"
2090,Shamir Smart SV AW,Shamir Smart SV AW 1.67 NuPolar Grey  Glacier Sun UV,,Rx,"3,644.86"
2091,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Clear Glacier Expression,Clear,Rx,"2,476.64"
2092,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Clear Glacier Plus UV,Clear,Rx,"2,476.64"
2093,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Gradient Tint Glacier Plus UV,,Rx,"2,546.73"
2094,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Gradient Tint Glacier Plus+I,0,0,"2,546.73"
2095,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Gradient Tint HC,,Rx,"2,546.73"
2096,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Solid Tint Glacier Expression,,Rx,"2,546.73"
2097,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Plastic Solid Tint Power Blue Mirror,Blue Zero,Rx,"2,780.38"
2098,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Amethyst Glacier Expression,Transitions 8 Amethyst,,"3,799.07"
2099,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Brown  Glacier Plus UV,Transitions,Rx,"3,644.86"
2100,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Emerald Glacier Plus UV,Transitions,Rx,"3,644.86"
2101,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions G15 Galcier Expression,Transitions 8 G15,,"3,799.07"
2102,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Green  Glacier Plus UV,Transitions,Rx,"3,644.86"
2103,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Grey Galcier Expression,Transitions,Rx,"3,644.86"
2104,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Grey Glacier Plus UV,Transitions,Rx,"3,644.86"
2105,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions Sapphire Glacier Expression,Transitions,Rx,"3,799.07"
2106,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"3,644.86"
2107,Shamir Smart SV AW,Shamir Smart SV AW 1.67 Transitions XTRActive Grey Glacier Plus,,,
2108,Shamir Smart SV AW,Shamir Smart SV AW 1.67 XTRActive Polar Grey Glacier Plus,,Rx,"3,799.07"
2109,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Blue Shield,Blue Zero,Rx,"4,032.71"
2110,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Clear Anti-Blue Glacier Plus,Blue Zero,Rx,"4,018.70"
2111,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Clear Glacier Expression,Clear,Rx,"3,878.51"
2112,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Clear Glacier Plus UV,Clear,Rx,"3,878.51"
2113,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Gradient Tint Glacier Expression,,Rx,"3,948.60"
2114,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Solid Tint Mirror Silver,,Rx,"4,182.25"
2115,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Plastic Solid Tint Mirror Silver,,,
2116,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Transitions Grey Glacier Expression,Transitions,Rx,"3,878.50"
2117,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Transitions Grey Glacier Expression,,,
2118,Shamir Smart SV AW,Shamir Smart SV AW 1.74 Transitions Grey Glacier Plus,Transitions,Rx,"5,046.73"
2119,Shamir Spectrum,Shamir Spectrum 14mm 1.67 Plastic Clear Glacier Plus,Clear,Rx,"2,630.84"
2120,Shamir Spectrum,Shamir Spectrum 16mm 1.50 Plastic Clear HMX,Clear,Rx,"14,908.91"
2121,Shamir Spectrum+,Shamir Spectrum+,Spectrum+ 14mm 1.50 XTRActive Polar Grey Glacier Expression,XTRActive Polar Grey,
2122,Shamir Spectrum+,Shamir Spectrum+,Spectrum+ 14mm 1.60 Transition Amethyst Glacier,Transitions 8 Amethyst,
2123,Shamir Spectrum+,Shamir Spectrum+,Spectrum+ 16mm 1.50 Transitions Grey HC,Transitions 8 Grey,
2124,Shamir Spectrum+,Shamir Spectrum+ 1.50 Transitions XTRActive Green   Glacier Plus UV,Transitions,Rx,"1,943.93"
2125,Shamir Spectrum+,Shamir Spectrum+ 1.67 Plastic Clear  Glacier Expression,Clear,Rx,"2,630.84"
2126,Shamir Spectrum+,Shamir Spectrum+ 14mm 1.50 Transitions 8 Amber Glacier Expression,Transitions,Rx,"1,943.93"
2127,Shamir Spectrum+,Shamir Spectrum+ 14mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"1,943.93"
2128,Shamir Spectrum+,Shamir Spectrum+ 14mm 1.60 Transitions Sapphire Glacier Plus,Transitions,Rx,"2,864.49"
2129,Shamir Spectrum+,Shamir Spectrum+ 14mm 1.60 Transitions XTRActive Brown Glacier Plus UV,Transitions,Rx,"2,864.49"
2130,Shamir Spectrum+,Shamir Spectrum+ 14mm 1.67 Blue Zero Glacier Expression,Blue Zero,Rx,"2,785.05"
2131,Shamir Spectrum+,Shamir Spectrum+ 16mm 1.50 Plastic Solid Tint UC,,Rx,"1,299.07"
2132,Shamir Spectrum+,Shamir Spectrum+ 16mm 1.50 Transitions XTRActive Green Glacier Expression,Transitions,Rx,"2,098.13"
2133,Shamir Spectrum+,Shamir Spectrum+ 16mm 1.60 Transitions G15 Glacier Plus UV,Transitions,Rx,"2,864.49"
2134,Shamir Spectrum+,Shamir Spectrum+ 16mm 1.67 Blue Zero Glacier Expression,Blue Zero,Rx,"2,785.05"
2135,Shamir SV III AW,Shamir SV III AW,Shamir SV III AW 1.74 Transitions 8 Grey Glacier Plus UV,Transitions 8 Grey,
2136,Shamir SV III AW,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Polycarbonate Transitions XTRActive Grey,
2137,Shamir SV III AW,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Blue Zero Glacier Expression,Polycarbonate Blue Zero,
2138,Shamir SV III AW,Shamir SV III AW,Shamir SV III AW 1.67 XTRActive Polar Grey HC,XTRActive Polar Grey,
2139,Shamir SV III AW,Shamir SV III AW 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,383.18"
2140,Shamir SV III AW,Shamir SV III AW 1.50 Drivewear Glacier Expression,,Rx,"2,242.99"
2141,Shamir SV III AW,Shamir SV III AW 1.50 Drivewear Glacier Plus UV,,Rx,"2,242.99"
2142,Shamir SV III AW,Shamir SV III AW 1.50 NuPolar Grey Glacier Expression,,Rx,"2,163.55"
2143,Shamir SV III AW,Shamir SV III AW 1.50 Plastic Clear Glacier Expression,Clear,Rx,"1,228.97"
2144,Shamir SV III AW,Shamir SV III AW 1.50 Plastic Clear Glacier Plus UV,Clear,Rx,"1,228.97"
2145,Shamir SV III AW,Shamir SV III AW 1.50 Plastic Solid Tint Glacier Expression,,Rx,"1,299.07"
2146,Shamir SV III AW,Shamir SV III AW 1.50 Polarized Grey Glacier Expression Sun UV,Polarized Grey,,"2,551.40"
2147,Shamir SV III AW,Shamir SV III AW 1.50 Transitions 8 G15 Glacier Expression,,Rx,"2,163.56"
2148,Shamir SV III AW,Shamir SV III AW 1.50 Transitions 8 G15 Solid Tint Glacier Expression,Transitions,Rx,"2,079.44"
2149,Shamir SV III AW,Shamir SV III AW 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"2,009.35"
2150,Shamir SV III AW,Shamir SV III AW 1.50 Transitions Brown Glacier Expression,,,
2151,Shamir SV III AW,Shamir SV III AW 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"2,009.35"
2152,Shamir SV III AW,Shamir SV III AW 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,009.35"
2153,Shamir SV III AW,Shamir SV III AW 1.50 XTRActive Polar Grey Glacier Expression,,Rx,"2,163.55"
2154,Shamir SV III AW,Shamir SV III AW 1.53 Trivex Transitions Grey Glacier Expression,Transitions,Rx,"2,864.49"
2155,Shamir SV III AW,Shamir SV III AW 1.59 Poly XTRActive Polar Grey Glacier Expression,,Rx,"3,172.90"
2156,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Blue Zero Clear Glacier Expression,Polycarbonate Blue Zero,Rx,"2,004.68"
2157,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Blue Zero Glacier Expression,Polycarbonate Blue Zero,,"2,004.67"
2158,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"1,696.26"
2159,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Clear Glacier Plus UV,Clear,Rx,"1,696.26"
2160,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Drivewear Glacier Expression,,,"3,252.34"
2161,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Polarized Green Glacier Expression,,Rx,"2,630.84"
2162,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Polarized Green Glacier Plus UV,,Rx,"2,630.84"
2163,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Transitions 8 Brown Glacier Plus UV,,,"2,864.49"
2164,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Transitions 8 Grey Glacier Plus UV,Polycarbonate Transitions 8 Grey,,"2,864.49"
2165,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"1,696.26"
2166,Shamir SV III AW,Shamir SV III AW 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Polycarbonate Transitions XTRActive Grey,,"3,018.69"
2167,Shamir SV III AW,Shamir SV III AW 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,696.27"
2168,Shamir SV III AW,Shamir SV III AW 1.60 NuPolar Brown Glacier Expression,,Rx,"2,630.84"
2169,Shamir SV III AW,Shamir SV III AW 1.60 NuPolar Grey Glacier Expression,,Rx,"2,630.84"
2170,Shamir SV III AW,Shamir SV III AW 1.60 NuPolar Grey Mirror Silver,,Rx,"2,864.49"
2171,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Clear  HC,,,"1,696.26"
2172,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Clear BlueShield Glacier Plus UV,Blue Zero,Rx,"1,836.45"
2173,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Clear Glacier Expression,Clear,Rx,"1,696.26"
2174,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,"1,696.26"
2175,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Gradient Tint Ex.Sample  Glacier Plus UV,,Rx,"1,766.37"
2176,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"1,920.57"
2177,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Solid Tint Glacier Expression,,Rx,"1,766.36"
2178,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Solid Tint HC,,Rx,"1,766.37"
2179,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Solid Tint Power Blue Mirror,Blue Zero,Rx,"2,000.00"
2180,Shamir SV III AW,Shamir SV III AW 1.60 Plastic Solid Tint Power Mirror Gold,0,0,"2,000.00"
2181,Shamir SV III AW,Shamir SV III AW 1.60 Transitions 8 Grey Flash Mirror Silver,Transitions,Rx,"3,098.13"
2182,Shamir SV III AW,Shamir SV III AW 1.60 Transitions 8 Grey Glacier Expression,Transitions,Rx,"2,864.49"
2183,Shamir SV III AW,Shamir SV III AW 1.60 Transitions 8 Grey Gradient Tint Ex.Sample Color Glacier Expression,Transitions,Rx,"2,934.58"
2184,Shamir SV III AW,Shamir SV III AW 1.60 Transitions 8 Sapphire Glacier Expression,Transitions,Rx,"2,864.49"
2185,Shamir SV III AW,Shamir SV III AW 1.60 Transitions 8 Sapphire Glacier Expression,,,
2186,Shamir SV III AW,Shamir SV III AW 1.60 Transitions Brown Glacier Plus UV,Transitions,Rx,"2,864.49"
2187,Shamir SV III AW,Shamir SV III AW 1.60 Transitions Grey HMC,0,0,"2,864.49"
2188,Shamir SV III AW,Shamir SV III AW 1.60 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"3,018.70"
2189,Shamir SV III AW,Shamir SV III AW 1.60 Transitions XTRActive G15 Solid Tint Glacier Expression,Transitions,Rx,"2,934.58"
2190,Shamir SV III AW,Shamir SV III AW 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,864.49"
2191,Shamir SV III AW,Shamir SV III AW 1.60 Transitions XTRActive Grey Glacier Plus UV,Transitions,Rx,"2,864.49"
2192,Shamir SV III AW,Shamir SV III AW 1.60 Transitions XTRActive Grey HC,0,0,"2,864.49"
2193,Shamir SV III AW,Shamir SV III AW 1.60 XTRActive Polar Grey Glacier Expression,,Rx,"3,018.69"
2194,Shamir SV III AW,Shamir SV III AW 1.67 Blue Zero   Glacier Plus UV,Blue Zero,Rx,"2,785.05"
2195,Shamir SV III AW,Shamir SV III AW 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,785.05"
2196,Shamir SV III AW,Shamir SV III AW 1.67 Plastic Clear Glacier Expression,Clear,Rx,"2,630.84"
2197,Shamir SV III AW,Shamir SV III AW 1.67 Plastic Gradient Tint Glacier Expression,,Rx,"2,700.93"
2198,Shamir SV III AW,Shamir SV III AW 1.67 Plastic Solid Tint Ex.Sample Color HC,Plastic,Rx,"2,700.94"
2199,Shamir SV III AW,Shamir SV III AW 1.67 Plastic Solid Tint Glacier Expression,,Rx,"2,700.93"
2200,Shamir SV III AW,Shamir SV III AW 1.67 Plastic Solid Tint Glacier Plus UV,,Rx,"2,700.93"
2201,Shamir SV III AW,Shamir SV III AW 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"3,799.07"
2202,Shamir SV III AW,Shamir SV III AW 1.67 Transitions Grey Glacier Plus UV,Transitions,Rx,"3,799.07"
2203,Shamir SV III AW,Shamir SV III AW 1.67 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"3,799.07"
2204,Shamir SV III AW,Shamir SV III AW 1.67 XTRActive Polar Grey HC,XTRActive Polar Grey,,"3,953.27"
2205,Shamir SV III AW,Shamir SV III AW 1.74 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,850.47"
2206,Shamir SV III AW,Shamir SV III AW 1.74 Blue Zero Glacier Plus UV,,,"4,186.92"
2207,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Clear Glacier Expression,Clear,Rx,"4,032.71"
2208,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Clear Glacier Plus UV,Clear,Rx,"4,032.71"
2209,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Gradient Tint Glacier Expression,Plastic,Rx,"4,257.01"
2210,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Solid Tint Glacier Expression,,Rx,"4,102.80"
2211,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Solid Tint Glacier Plus UV,,Rx,"4,102.80"
2212,Shamir SV III AW,Shamir SV III AW 1.74 Plastic Solid Tint Glacier Sun,Plastic,,"4,336.45"
2213,Shamir SV III AW,Shamir SV III AW 1.74 Transitions 8 Brown Glacier Plus UV,Transitions,Rx,"5,200.93"
2214,Shamir SV III AW,Shamir SV III AW 1.74 Transitions 8 Grey Glacier Plus UV,Transitions 8 Grey,,"5,200.93"
2215,Shamir SV III AW,Shamir SV III AW 1.74 Transitions Brown Glacier Expression,Transitions,Rx,"5,200.93"
2216,Shamir SV III AW,Shamir SV III AW 1.74 Transitions Grey Glacier Expression,Transitions,Rx,"5,200.93"
2217,Shamir TAO SV,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Solid Tint Glacier Sun UV,Plastic,
2218,Shamir TAO SV,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Transitions Grey  Glacier Plus UV,Polycarbonate Transitions 8 Grey,
2219,Shamir TAO SV,Shamir TAO SV 1.50 Blue Zero  Glacier Plus UV,Blue Zero,Rx,621.5
2220,Shamir TAO SV,Shamir TAO SV 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,621.5
2221,Shamir TAO SV,Shamir TAO SV 1.50 NuPolar Green  Glacier Plus UV,,Rx,"1,401.87"
2222,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Clear BlueShield,Blue Zero,Rx,607.48
2223,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Clear Glacier Expression,Clear,Rx,467.29
2224,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Clear Glacier Plus UV,Clear,Rx,467.29
2225,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Clear HC,Clear,Rx,467.29
2226,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Gradient Tint Glacier Expression,,Rx,537.38
2227,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Gradient Tint Glacier Plus UV,,Rx,537.39
2228,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Gradient Tint Glacier Sun UV,,Rx,771.03
2229,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Gradient Tint HC,,Rx,537.38
2230,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Solid Tint Glacier Expression,,Rx,537.38
2231,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Solid Tint Glacier Plus + I,,Rx,537.38
2232,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Solid Tint Glacier Plus UV,,Rx,537.39
2233,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Solid Tint Glacier Sun UV,,Rx,771.03
2234,Shamir TAO SV,Shamir TAO SV 1.50 Plastic Solid Tint HC,,Rx,537.38
2235,Shamir TAO SV,Shamir TAO SV 1.50 Polarized Grey Glacier Expression,,,"1,556.08"
2236,Shamir TAO SV,Shamir TAO SV 1.50 Transitions 8 Emerald   Glacier Expression,Transitions,Rx,"1,602.81"
2237,Shamir TAO SV,Shamir TAO SV 1.50 Transitions 8 Sapphire Glacier Expression,Transitions,Rx,"1,448.60"
2238,Shamir TAO SV,Shamir TAO SV 1.50 Transitions Brown  Glacier Plus UV,Transitions,Rx,"1,448.60"
2239,Shamir TAO SV,Shamir TAO SV 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"1,448.60"
2240,Shamir TAO SV,Shamir TAO SV 1.50 Transitions G15 Glacier Expression,Transitions,Rx,"1,448.60"
2241,Shamir TAO SV,Shamir TAO SV 1.50 Transitions Green  Glacier Plus UV,Transitions,Rx,"1,448.60"
2242,Shamir TAO SV,Shamir TAO SV 1.50 Transitions Grey  Glacier Plus UV,Transitions,Rx,"1,635.51"
2243,Shamir TAO SV,Shamir TAO SV 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,448.60"
2244,Shamir TAO SV,Shamir TAO SV 1.50 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"1,448.60"
2245,Shamir TAO SV,Shamir TAO SV 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"1,448.60"
2246,Shamir TAO SV,Shamir TAO SV 1.50 XTRActive Polar Grey Glacier Expression,,Rx,"1,602.81"
2247,Shamir TAO SV,Shamir TAO SV 1.50 XTRActive Polar Grey Glacier Plus UV,,Rx,"1,602.81"
2248,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Blue Zero  Glacier Plus UV,Blue Zero,Rx,"1,088.79"
2249,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,088.79"
2250,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,934.58
2251,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Clear Glacier Plus UV,Clear,Rx,934.58
2252,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Pre-Tinted Grey Glacier,,Rx,"1,004.67"
2253,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Transitions Brown Glacier Expression,Transitions,Rx,"2,102.80"
2254,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Transitions Grey  Glacier Plus UV,Polycarbonate Transitions 8 Grey,,"2,102.81"
2255,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"2,102.80"
2256,Shamir TAO SV,Shamir TAO SV 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"1,448.60"
2257,Shamir TAO SV,Shamir TAO SV 1.60 Blue Zero  BlueShield,Blue Zero,Rx,"1,228.97"
2258,Shamir TAO SV,Shamir TAO SV 1.60 Blue Zero  Glacier Plus UV,Blue Zero,Rx,"1,088.79"
2259,Shamir TAO SV,Shamir TAO SV 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,088.79"
2260,Shamir TAO SV,Shamir TAO SV 1.60 Gradient Tint Transitions 8 Grey Glacier Expression,Transitions,Rx,"2,172.90"
2261,Shamir TAO SV,Shamir TAO SV 1.60 NuPolar Brown  Glacier Sun UV,,Rx,"2,102.80"
2262,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Clear BlueShield,Blue Zero,Rx,"1,074.77"
2263,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Clear Glacier Expression,Clear,Rx,934.58
2264,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,934.58
2265,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Clear HC,Plastic,,934.58
2266,Shamir TAO SV,Shamir TAO SV 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"1,004.67"
